,language,twitter.user/id,twitter.tweet/text,twitter.tweet/lang,twitter.tweet/id,link_or_handle,csvId,langs,social_media_type,extracted_from_col,name,extracted_from_file,postgresId
AmbChangHua,en,1181459142894145541,Good night🌗 https://t.co/HGpWT1CgeS,en,1312397570178768896,handle,82.0,"['english', 'persian', 'n/a']",tw,Chinese Ambassador Twitter handle,chinese_ambassador_twitter_handle,ChinaSocialMedia20200928.xlsx,83.0
AmbChangHua,en,1181459142894145541,No one left behind: the world’s largest social security system benefits over a billion Chinese people #WhyChina https://t.co/nP8Vse1hey,en,1312654327945850882,handle,82.0,"['english', 'persian', 'n/a']",tw,Chinese Ambassador Twitter handle,chinese_ambassador_twitter_handle,ChinaSocialMedia20200928.xlsx,83.0
AmbChangHua,en,1181459142894145541,"With the world beset with grave challenges, Chinese President Xi Jinping expounded his approach to addressing the questions of the times and his vision on uniting all nations to build a better shared future. #Xiplomacy https://t.co/m8R8femidz",en,1312654474964500481,handle,82.0,"['english', 'persian', 'n/a']",tw,Chinese Ambassador Twitter handle,chinese_ambassador_twitter_handle,ChinaSocialMedia20200928.xlsx,83.0
AmbChangHua,en,1181459142894145541,"Update: #China has seen 425 million tourist trips during the first four days of the 8-day National Day holiday, recording tourism revenue of 312.02 billion yuan, according to data from authorities https://t.co/b17PtiYITG",en,1312780342957355008,handle,82.0,"['english', 'persian', 'n/a']",tw,Chinese Ambassador Twitter handle,chinese_ambassador_twitter_handle,ChinaSocialMedia20200928.xlsx,83.0
AmbChangHua,en,1181459142894145541,#kungfupanda for the #NationalDay. https://t.co/EMNNa8PhXK,en,1313056086648291328,handle,82.0,"['english', 'persian', 'n/a']",tw,Chinese Ambassador Twitter handle,chinese_ambassador_twitter_handle,ChinaSocialMedia20200928.xlsx,83.0
AmbChangHua,en,1181459142894145541,#Amazing roads and highways in #China. As a proverb goes like building roads leading to prosperity. Poeple in China can build roads in different land conditions. https://t.co/7EgDrZqh1M,en,1313056962762944513,handle,82.0,"['english', 'persian', 'n/a']",tw,Chinese Ambassador Twitter handle,chinese_ambassador_twitter_handle,ChinaSocialMedia20200928.xlsx,83.0
AmbChangHua,fa,1181459142894145541,"در مجمع عمومی سازمان ملل متحد ،#چین به نمایندگی 26 کشور اعم از #ایران،کره شمالی و غیره از نقض آشکار حقوق بشر و تحریم یکجانبه ایالات متحده و کشورهای غربی #انتقاد کرد 

https://t.co/pbg2JLkNgJ… https://t.co/JY1XyRzklI",fa,1313155430571487232,handle,82.0,"['english', 'persian', 'n/a']",tw,Chinese Ambassador Twitter handle,chinese_ambassador_twitter_handle,ChinaSocialMedia20200928.xlsx,83.0
AmbChangHua,en,1181459142894145541,China criticizes the United States and western countries for violating human rights at the General Assembly on behalf of 26 countries: https://t.co/qP4gxeHXVg,en,1313156078448898050,handle,82.0,"['english', 'persian', 'n/a']",tw,Chinese Ambassador Twitter handle,chinese_ambassador_twitter_handle,ChinaSocialMedia20200928.xlsx,83.0
AmbChangHua,en,1181459142894145541,THE #CHINESEDREAM https://t.co/NmDZMCLR3E,und,1313444872695820289,handle,82.0,"['english', 'persian', 'n/a']",tw,Chinese Ambassador Twitter handle,chinese_ambassador_twitter_handle,ChinaSocialMedia20200928.xlsx,83.0
AmbChangHua,en,1181459142894145541,"National Day of China. From October 1 to 4, China received 425 million domestic tourists, generating tourism revenue of 312 billion yuan😱😱The Bund in Shanghai receives 300,000 visitors every night.... https://t.co/66vxaXwMW8",en,1313444979050795009,handle,82.0,"['english', 'persian', 'n/a']",tw,Chinese Ambassador Twitter handle,chinese_ambassador_twitter_handle,ChinaSocialMedia20200928.xlsx,83.0
AmbChangHua,en,1181459142894145541,The China's tallest building #Shanghai #AmazingChina https://t.co/aE1KM7rqRb,en,1313446130374582280,handle,82.0,"['english', 'persian', 'n/a']",tw,Chinese Ambassador Twitter handle,chinese_ambassador_twitter_handle,ChinaSocialMedia20200928.xlsx,83.0
AmbChangHua,en,1181459142894145541,Amb. Zhang Jun’s full statement at the general debate of #3C of #75UNGA: https://t.co/4P84Nvut1N,en,1313515208565051393,handle,82.0,"['english', 'persian', 'n/a']",tw,Chinese Ambassador Twitter handle,chinese_ambassador_twitter_handle,ChinaSocialMedia20200928.xlsx,83.0
AmbChangHua,en,1181459142894145541,"Today, at the general debate of #3C of #75UNGA, Pakistan 🇵🇰made a joint statement on behalf of 55 countries, opposing interference in China’s internal affairs under the pretext of Hong Kong. https://t.co/0KCrzUEKx3",en,1313515385673658375,handle,82.0,"['english', 'persian', 'n/a']",tw,Chinese Ambassador Twitter handle,chinese_ambassador_twitter_handle,ChinaSocialMedia20200928.xlsx,83.0
AmbChangHua,en,1181459142894145541,"Today, Cuba🇨🇺 made a joint statement on behalf of 45 countries in support of China’s counter-terrorism and deradicalization measures in Xinjiang at the general debate of #3C of #75UNGA. https://t.co/fP8mZIsu6g",en,1313515489109434368,handle,82.0,"['english', 'persian', 'n/a']",tw,Chinese Ambassador Twitter handle,chinese_ambassador_twitter_handle,ChinaSocialMedia20200928.xlsx,83.0
AmbChangHua,fa,1181459142894145541,"در ۵۲ روز گذشته هیچ مورد داخلی کرونا در چین گزارش نشده است

قرنطینه شدیدو وسیع نقاط الوده
ماسک
فاصله گذاری 
تست همگانی کرونا برای شناسایی ناقلین 
تست و قرنطینه همه مسافران ورودی در مرزهای هوایی و زمینی و دریایی

و کنترل مواد غذایی و کالاهای وارداتی 

با انجام اینها کرونا کنترل شد https://t.co/TwXpIGFadA",fa,1313766048680816642,handle,82.0,"['english', 'persian', 'n/a']",tw,Chinese Ambassador Twitter handle,chinese_ambassador_twitter_handle,ChinaSocialMedia20200928.xlsx,83.0
AmbChangHua,en,1181459142894145541,Nearly 70 nations stood with China in the UN.Including #Iran.  Thanks and appreciate @SKhatibzadeh https://t.co/6KCGHKuqbH,en,1313767008241168384,handle,82.0,"['english', 'persian', 'n/a']",tw,Chinese Ambassador Twitter handle,chinese_ambassador_twitter_handle,ChinaSocialMedia20200928.xlsx,83.0
AmbChangHua,fa,1181459142894145541,"بسیار خوشحالم مجددا با جناب آقای عبداللهیان دستیار  ویژه رئیس مجلس در امور بین المللی و دوست قدیمی خودم  ملاقات نمایم.
@Amirabdolahian https://t.co/skDJqcqY9t",fa,1313767250650968066,handle,82.0,"['english', 'persian', 'n/a']",tw,Chinese Ambassador Twitter handle,chinese_ambassador_twitter_handle,ChinaSocialMedia20200928.xlsx,83.0
AmbChangHua,en,1181459142894145541,Not a hero until the #GreatWall #AmazingChina https://t.co/Kj4Kw8Qmig,en,1313767862184693760,handle,82.0,"['english', 'persian', 'n/a']",tw,Chinese Ambassador Twitter handle,chinese_ambassador_twitter_handle,ChinaSocialMedia20200928.xlsx,83.0
AmbChangHua,en,1181459142894145541,"In terms of #HumanRights  protection, there is no single best way, only the better one. https://t.co/sGqLGim875",en,1313800262843338754,handle,82.0,"['english', 'persian', 'n/a']",tw,Chinese Ambassador Twitter handle,chinese_ambassador_twitter_handle,ChinaSocialMedia20200928.xlsx,83.0
AmbChangHua,en,1181459142894145541,"رشد ۵.۲ درصدی 📈اقتصاد چین در سه ماهه سوم ۲۰۲۰

China GDP growth headed for 5.2% in Q3 rebound: Nikkei survey https://t.co/vZF2fuMoLI",und,1313890257276997636,handle,82.0,"['english', 'persian', 'n/a']",tw,Chinese Ambassador Twitter handle,chinese_ambassador_twitter_handle,ChinaSocialMedia20200928.xlsx,83.0
AmbChangHua,en,1181459142894145541,We appreciate the voices of justice and fairness at the UN. We believe justice instead of prejudice will prevail in the end. https://t.co/LILDh87clI,en,1313890507035160577,handle,82.0,"['english', 'persian', 'n/a']",tw,Chinese Ambassador Twitter handle,chinese_ambassador_twitter_handle,ChinaSocialMedia20200928.xlsx,83.0
AmbChangHua,en,1181459142894145541,"At the invitation of State Councilor and Foreign Minister Wang Yi, Iranian Foreign Minister Mr. Zarif will pay an official visit to China https://t.co/2WcWFXdqAB",en,1314138993085292544,handle,82.0,"['english', 'persian', 'n/a']",tw,Chinese Ambassador Twitter handle,chinese_ambassador_twitter_handle,ChinaSocialMedia20200928.xlsx,83.0
AmbChenBo,mk,1239963267986001921,"Још један пројекат сарадње Кине и Србије, заједно градимо брзу саобраћајницу Нови Сад-Рума. Унапред желим свима велики успех. @predsednikrs https://t.co/qBtq3DsKci",sr,1313505725461790722,handle,95.0,"['serbian', 'serbian', 'n/a']",tw,Chinese Ambassador Twitter handle,chinese_ambassador_twitter_handle,ChinaSocialMedia20200928.xlsx,96.0
AmbChenWeiQing,ar,1153720634372952064,بكين، اليوم، رُفع العلم إحتفالًا باليوم الوطني للصين. وقد حضر أكثر من 90 ألف شخص الحفل بشكل عفوي. https://t.co/ZHJ9xkDUNG,ar,1311685224846299139,handle,94.0,"['arabic', 'english', 'chinese']",tw,Chinese Ambassador Twitter handle,chinese_ambassador_twitter_handle,ChinaSocialMedia20200928.xlsx,95.0
AmbChenWeiQing,ar,1153720634372952064,@tym_14351 @ChinaEmbKSA @KSAMOFA فرحتنا واحدة 🇨🇳🤝🇸🇦,ar,1311703089586614272,handle,94.0,"['arabic', 'english', 'chinese']",tw,Chinese Ambassador Twitter handle,chinese_ambassador_twitter_handle,ChinaSocialMedia20200928.xlsx,95.0
AmbChenWeiQing,ar,1153720634372952064,"في ليلة عيد منتصف الخريف توسط البدر سماء المدن الصينية لتصبح أكثر جمالًا. 

قوانغزو - شيآن - تشنغدو - ووشي

#中秋节 https://t.co/cSmQmtgJnA",ar,1311961525595316224,handle,94.0,"['arabic', 'english', 'chinese']",tw,Chinese Ambassador Twitter handle,chinese_ambassador_twitter_handle,ChinaSocialMedia20200928.xlsx,95.0
AmbChenWeiQing,ar,1153720634372952064,@salahalghaydan شكرا جزيلا، ولبلدينا الصديقين مستقبل أرحب,ar,1312044980534480898,handle,94.0,"['arabic', 'english', 'chinese']",tw,Chinese Ambassador Twitter handle,chinese_ambassador_twitter_handle,ChinaSocialMedia20200928.xlsx,95.0
AmbChenWeiQing,et,1153720634372952064,@hudaalsuliman9 @AlNassrFC ابطال😉,ar,1312056651126575106,handle,94.0,"['arabic', 'english', 'chinese']",tw,Chinese Ambassador Twitter handle,chinese_ambassador_twitter_handle,ChinaSocialMedia20200928.xlsx,95.0
AmbChenWeiQing,ar,1153720634372952064,"حظ موفق لنادي #النصر.. 
الفوز لجميع النصراويين.. 
#دوري_أبطال_آسيا
#العالمي
#معك_يانصر
@AlNassrFC https://t.co/9PwWznRTVT",ar,1312057228057288704,handle,94.0,"['arabic', 'english', 'chinese']",tw,Chinese Ambassador Twitter handle,chinese_ambassador_twitter_handle,ChinaSocialMedia20200928.xlsx,95.0
AmbChenWeiQing,ar,1153720634372952064,💙💛 https://t.co/YloLUeDmeG,und,1312114425969537024,handle,94.0,"['arabic', 'english', 'chinese']",tw,Chinese Ambassador Twitter handle,chinese_ambassador_twitter_handle,ChinaSocialMedia20200928.xlsx,95.0
AmbChenWeiQing,ar,1153720634372952064,العروض البصرية في #شانغهاي، ليلة اليوم الوطني. https://t.co/HDRJTowwV8,ar,1312342079784333313,handle,94.0,"['arabic', 'english', 'chinese']",tw,Chinese Ambassador Twitter handle,chinese_ambassador_twitter_handle,ChinaSocialMedia20200928.xlsx,95.0
AmbChenWeiQing,,1153720634372952064,https://t.co/2QV996VWqz,und,1312342400917008384,handle,94.0,"['arabic', 'english', 'chinese']",tw,Chinese Ambassador Twitter handle,chinese_ambassador_twitter_handle,ChinaSocialMedia20200928.xlsx,95.0
AmbChenWeiQing,ar,1153720634372952064,"قدر الله وما شاء فعل
#نصراوي الى الأبد💛💙 https://t.co/ykZVWBoNyS",ar,1312487506856689664,handle,94.0,"['arabic', 'english', 'chinese']",tw,Chinese Ambassador Twitter handle,chinese_ambassador_twitter_handle,ChinaSocialMedia20200928.xlsx,95.0
AmbChenWeiQing,ar,1153720634372952064,أعلنت وكالة #الفضاء الصينية اختيار 18 شخصاً -من ضمنهم امرأة- ليكونوا الدفعة الثالثة من رواد الفضاء للبرنامج الوطني لمهمات الفضاء المأهولة. وسيشاركون في تشغيل محطة الفضاء الصينية بعد التدريب المنتظم. https://t.co/78h8dghVXv,ar,1312667970058027008,handle,94.0,"['arabic', 'english', 'chinese']",tw,Chinese Ambassador Twitter handle,chinese_ambassador_twitter_handle,ChinaSocialMedia20200928.xlsx,95.0
AmbChenWeiQing,ar,1153720634372952064,"مُمتن لطلاب برنامج اللغة الصينية والترجمة بكلية اللغات والترجمة -جامعة الملك سعود- لتهنئتهم الكريمة ومشاعرهم الطيّبة. 

منكم المُبادرة دومًا، فشكرًا جزيلًا لكم. https://t.co/IkSSTGxYE4",ar,1312832248509534208,handle,94.0,"['arabic', 'english', 'chinese']",tw,Chinese Ambassador Twitter handle,chinese_ambassador_twitter_handle,ChinaSocialMedia20200928.xlsx,95.0
AmbChenWeiQing,ar,1153720634372952064,منحت #جائزة_نوبل في الطب أو علم وظائف الأعضاء هذا العام لثلاثة علماء لمساهماتهم في مكافحة التهاب الكبد. تم العلاج الطبي لالتهاب الكبد C، وأصبح أول عدوى مزمنة يتم علاجها، مما دل على قدرة البشرية على هزوم الفيروس بقوة والعلم والوحدة. أعتقد أننا سنهزم فيروس كورونا المستجد أيضا. https://t.co/cYoBZ91yYE,ar,1313207791704838145,handle,94.0,"['arabic', 'english', 'chinese']",tw,Chinese Ambassador Twitter handle,chinese_ambassador_twitter_handle,ChinaSocialMedia20200928.xlsx,95.0
AmbChenWeiQing,ar,1153720634372952064,"أصبحت أفلام #الرسوم_المتحركة الصينية أروع وأفضل، وقصصها وفنها وإنتاجها مميز وراقٍ. 
حقق فيلم الرسوم المتحركة ""Jiang Ziya"" نجاحًا كبيرًا بدخل بوكس أوفس حيث بلغ 136 مليون دولار من 1 إلى 4 أكتوبر، ليصبح أفضل فيلم #أنميشن مبيعًا عالميًا لهذا العام. https://t.co/OJbPHaYlJv",ar,1313533865638625280,handle,94.0,"['arabic', 'english', 'chinese']",tw,Chinese Ambassador Twitter handle,chinese_ambassador_twitter_handle,ChinaSocialMedia20200928.xlsx,95.0
AmbChenWeiQing,ar,1153720634372952064,"الجدير بالذكر، في عام 2019، حققت الرسوم المتحركة الشهيرة ""Nezha"" مبيعات بقيمة 729 مليون دولار، لتكون ثاني أكثر فيلم مبيعًا في الصين.
آمل أن تصل الأفلام الصينية إلى السينما السعودية في وقتٍ قريب. https://t.co/4B1L6p6cSV",ar,1313533871980503040,handle,94.0,"['arabic', 'english', 'chinese']",tw,Chinese Ambassador Twitter handle,chinese_ambassador_twitter_handle,ChinaSocialMedia20200928.xlsx,95.0
AmbChenWeiQing,ar,1153720634372952064,"إذا قرأت الجملة التالية من الرواية الكلاسيكية الصينية ""الممالك الثلاث"" فستوافق بالتأكيد على أن هناك الكثير من أوجه الشبه بين القيم التقليدية الصينية والعربية والإسلامية.

 勿以恶小而为之，勿以善小而不为。

 لا تزعم أنّ الشرّ بسيط، فتفعله؛ ولا تزعم أنّ الخير بسيط، فلا تفعله.",ar,1313858317576548352,handle,94.0,"['arabic', 'english', 'chinese']",tw,Chinese Ambassador Twitter handle,chinese_ambassador_twitter_handle,ChinaSocialMedia20200928.xlsx,95.0
AmbChenWeiQing,ar,1153720634372952064,فَمَنْ يَعْمَلْ مِثْقَالَ ذَرَّةٍ خَيْرًا يَرَه وَمَنْ يَعْمَلْ مِثْقَالَ ذَرَّةٍ شَرًّا يَرَه https://t.co/PO32YhlfAn,ar,1313872317689274370,handle,94.0,"['arabic', 'english', 'chinese']",tw,Chinese Ambassador Twitter handle,chinese_ambassador_twitter_handle,ChinaSocialMedia20200928.xlsx,95.0
AmbChineBurundi,ro,1143603992146120705,Chine 2020: le peuple au premier plan https://t.co/ZemuIX8bAE 来自 @YouTube #Chine #China #Covid_19 https://t.co/8mErHoOowX,fr,1312048894969344004,handle,6.0,"['french', 'english', 'n/a']",tw,Embassy Twitter handle without NA,embassy_twitter_handle,ChinaSocialMedia20200928.xlsx,7.0
AmbChineCmr,fr,1206584459014918145,"🇨🇲🇨🇳 J'ai le grand plaisir d’adresser mes vives et chaleureuses félicitations à Son Excellence Xi Jinping, à l'occasion de la commémoration de la fête nationale de la République Populaire de Chine.
#PaulBiya
#Cameroun https://t.co/xT2nDQRBFI",fr,1311706353933709314,handle,7.0,"['english', 'french', 'n/a']",tw,Embassy Twitter handle without NA,embassy_twitter_handle,ChinaSocialMedia20200928.xlsx,8.0
